"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"510779 Santo Antônio do Leste";2;0;0;2;0;1;5
"510780 Santo Antônio do Leverger";4;6;0;17;0;18;45
"510785 São Félix do Araguaia";1;0;0;4;3;5;13
"510729 São José do Povo";2;0;0;0;0;0;2
"510730 São José do Rio Claro";10;2;0;13;0;8;33
"510735 São José do Xingu";0;0;0;1;0;0;1
"510710 São José dos Quatro Marcos";6;3;0;7;0;5;21
"510740 São Pedro da Cipa";3;0;0;4;0;2;9
"510787 Sapezal";17;1;0;27;0;25;70
"510790 Sinop";98;20;1;107;1;181;408
"510792 Sorriso";63;22;3;77;0;80;245
"510794 Tabaporã";8;0;0;4;0;5;17
"510795 Tangará da Serra";90;26;1;67;2;100;286
"510800 Tapurah";8;2;0;11;1;6;28
"510805 Terra Nova do Norte";3;0;0;2;0;4;9
"510810 Tesouro";1;2;1;5;0;8;17
"510820 Torixoréu";0;3;0;1;0;1;5
"510830 União do Sul";1;0;0;3;0;0;4
"510835 Vale de São Domingos";0;0;0;1;0;5;6
"510840 Várzea Grande";195;85;4;420;0;619;1323
"510850 Vera";8;2;0;7;0;8;25
"510550 Vila Bela da Santíssima Trindade";0;0;0;6;0;3;9
"510860 Vila Rica";12;0;0;20;0;14;46
"510000 Município ignorado - MT";1;0;0;0;0;1;2
"520005 Abadia de Goiás";2;2;0;4;0;5;13
"520010 Abadiânia";5;0;0;9;0;7;21
"520013 Acreúna";2;0;0;8;0;16;26
"520015 Adelândia";0;0;0;1;0;2;3
"520017 Água Fria de Goiás";0;0;0;3;0;3;6
"520020 Água Limpa";1;0;0;2;0;1;4
"520025 Águas Lindas de Goiás";45;12;3;101;0;86;247
"520030 Alexânia";4;3;0;10;0;14;31
"520050 Aloândia";1;0;0;1;0;1;3
"520055 Alto Horizonte";0;0;0;3;0;1;4
"520060 Alto Paraíso de Goiás";3;1;0;2;1;5;12
"520080 Alvorada do Norte";1;2;1;7;0;5;16
"520082 Amaralina";0;0;0;1;0;1;2
"520085 Americano do Brasil";2;0;0;0;0;2;4
"520090 Amorinópolis";0;0;0;0;0;1;1
"520110 Anápolis";214;26;4;378;4;490;1116
"520120 Anhanguera";0;0;0;0;0;1;1
"520130 Anicuns";2;1;0;12;0;12;27
"520140 Aparecida de Goiânia";152;55;5;593;2;716;1523
"520145 Aparecida do Rio Doce";1;0;0;0;0;1;2
"520150 Aporé";0;0;0;2;0;0;2
"520160 Araçu";1;0;0;0;0;2;3
"520170 Aragarças";6;2;2;26;0;17;53
"520180 Aragoiânia";3;0;0;3;0;9;15
"520215 Araguapaz";1;0;0;1;0;3;5
"520235 Arenópolis";0;0;0;3;0;1;4
"520250 Aruanã";0;0;0;5;0;4;9
"520260 Aurilândia";0;0;0;1;0;4;5
"520280 Avelinópolis";0;0;0;2;0;0;2
"520310 Baliza";0;0;0;1;0;0;1
"520320 Barro Alto";0;1;0;1;0;1;3
"520330 Bela Vista de Goiás";4;1;0;24;0;22;51
"520340 Bom Jardim de Goiás";0;1;0;4;0;1;6
"520350 Bom Jesus de Goiás";5;2;0;15;0;30;52
"520355 Bonfinópolis";2;1;0;10;0;5;18
"520360 Brazabrantes";0;0;0;1;0;1;2
"520380 Britânia";2;0;0;4;0;3;9
"520390 Buriti Alegre";5;1;0;5;0;11;22
"520400 Cabeceiras";2;1;0;5;0;3;11
"520410 Cachoeira Alta";0;0;0;6;0;8;14
"520420 Cachoeira de Goiás";0;0;0;1;0;0;1
"520425 Cachoeira Dourada";2;0;0;3;0;8;13
"520430 Caçu";1;0;0;9;0;12;22
"520440 Caiapônia";2;2;0;7;0;15;26
"520450 Caldas Novas";45;6;1;113;1;139;305
"520455 Caldazinha";0;0;0;3;0;4;7
"520460 Campestre de Goiás";1;0;0;1;0;7;9
"520465 Campinaçu";0;0;0;1;0;3;4
"520470 Campinorte";1;0;0;5;0;4;10
"520480 Campo Alegre de Goiás";1;0;0;1;0;2;4
"520485 Campo Limpo de Goiás";1;0;0;2;0;1;4
"520490 Campos Belos";5;2;0;7;0;11;25
"520495 Campos Verdes";0;1;0;3;0;5;9
"520500 Carmo do Rio Verde";0;0;0;4;0;6;10
"520505 Castelândia";0;0;0;3;0;6;9
"520510 Catalão";42;8;0;47;0;87;184
"520520 Caturaí";0;0;0;2;0;1;3
"520530 Cavalcante";1;0;0;3;0;2;6
"520540 Ceres";3;2;0;13;0;18;36
"520545 Cezarina";1;0;0;10;0;11;22
"520547 Chapadão do Céu";2;0;0;3;0;6;11
"520549 Cidade Ocidental";28;8;0;37;0;71;144
"520551 Cocalzinho de Goiás";2;1;0;5;0;4;12
"520552 Colinas do Sul";0;0;0;1;0;1;2
"520580 Corumbá de Goiás";0;0;0;1;0;4;5
"520590 Corumbaíba";5;1;0;14;0;22;42
"520620 Cristalina";6;3;0;23;0;43;75
"520630 Cristianópolis";0;0;0;2;0;2;4
"520640 Crixás";1;0;0;9;0;5;15
"520650 Cromínia";0;0;0;0;0;1;1
"520660 Cumari";0;0;0;1;0;1;2
"520680 Damolândia";0;0;0;1;0;3;4
"520690 Davinópolis";1;0;0;2;0;2;5
"520710 Diorama";2;0;0;1;0;0;3
"520830 Divinópolis de Goiás";0;0;0;1;0;0;1
"520725 Doverlândia";1;0;0;2;0;2;5
"520735 Edealina";0;0;0;1;0;2;3
"520740 Edéia";3;0;0;8;0;10;21
"520750 Estrela do Norte";1;0;0;0;0;1;2
"520753 Faina";0;0;0;2;0;13;15
"520760 Fazenda Nova";0;0;0;0;0;3;3
"520780 Firminópolis";1;0;0;3;0;6;10
"520790 Flores de Goiás";0;1;0;0;0;2;3
"520800 Formosa";26;9;1;44;0;55;135
"520810 Formoso";0;0;0;5;0;2;7
"520815 Gameleira de Goiás";1;0;0;0;0;2;3
"520840 Goianápolis";3;0;0;8;0;10;21
"520850 Goiandira";1;0;0;2;0;5;8
"520860 Goianésia";7;2;0;19;0;18;46
"520870 Goiânia";860;145;10;1812;4;4242;7073
"520880 Goianira";9;3;1;40;0;47;100
"520890 Goiás";11;3;0;25;0;55;94
"520910 Goiatuba";10;1;3;18;0;50;82
"520915 Gouvelândia";0;0;0;1;0;2;3
"520920 Guapó";2;2;0;15;0;14;33
"520929 Guaraíta";0;0;0;1;0;0;1
"520940 Guarani de Goiás";0;0;0;0;0;2;2
"520945 Guarinos";0;0;0;2;0;0;2
"520970 Hidrolândia";0;0;0;20;0;20;40
"520980 Hidrolina";1;0;0;0;0;0;1
"520990 Iaciara";0;0;0;2;0;4;6
"520995 Indiara";7;1;0;8;0;7;23
"521000 Inhumas";13;3;0;33;0;52;101
"521010 Ipameri";2;3;1;17;0;14;37
"521015 Ipiranga de Goiás";0;0;0;1;0;0;1
"521020 Iporá";9;1;0;19;0;34;63
"521030 Israelândia";1;0;0;2;0;2;5
"521040 Itaberaí";6;0;0;13;1;16;36
"521056 Itaguari";2;0;0;2;0;3;7
"521060 Itaguaru";0;0;0;1;0;1;2
"521080 Itajá";0;0;0;4;0;6;10
"521090 Itapaci";1;0;0;8;0;15;24
"521100 Itapirapuã";0;0;0;0;0;4;4
"521120 Itapuranga";0;0;1;4;0;9;14
"521130 Itarumã";1;0;0;3;0;4;8
"521140 Itauçu";2;0;0;1;0;9;12
"521150 Itumbiara";109;19;7;89;0;252;476
"521160 Ivolândia";0;0;0;2;0;0;2
"521170 Jandaia";1;0;0;2;0;6;9
"521180 Jaraguá";2;1;0;11;0;16;30
"521190 Jataí";46;24;1;112;0;171;354
"521200 Jaupaci";2;0;0;1;0;1;4
"521205 Jesúpolis";0;0;0;0;0;1;1
"521210 Joviânia";1;0;0;3;0;5;9
"521220 Jussara";4;0;0;19;0;38;61
"521225 Lagoa Santa";1;0;0;4;0;0;5
"521230 Leopoldo de Bulhões";0;0;0;10;0;3;13
"521250 Luziânia";74;20;2;124;1;298;519
"521260 Mairipotaba";0;0;0;3;0;2;5
"521270 Mambaí";1;0;0;1;0;4;6
"521280 Mara Rosa";3;1;0;6;0;4;14
"521290 Marzagão";1;0;0;1;0;2;4
"521295 Matrinchã";1;0;0;1;0;3;5
"521300 Maurilândia";3;1;0;15;0;8;27
"521305 Mimoso de Goiás";0;0;0;1;0;0;1
"521308 Minaçu";4;1;0;9;0;9;23
"521310 Mineiros";13;6;0;45;0;76;140
"521340 Moiporá";0;1;0;0;0;1;2
"521350 Monte Alegre de Goiás";1;1;0;5;0;5;12
"521370 Montes Claros de Goiás";1;0;0;6;0;5;12
"521375 Montividiu";2;1;0;3;0;3;9
"521377 Montividiu do Norte";1;0;0;0;0;0;1
"521380 Morrinhos";24;4;1;69;1;58;157
"521385 Morro Agudo de Goiás";0;0;0;0;0;2;2
"521390 Mossâmedes";1;0;0;1;0;1;3
"521400 Mozarlândia";0;1;0;10;0;11;22
"521405 Mundo Novo";2;0;0;1;0;1;4
"521410 Mutunópolis";0;0;0;4;0;0;4
"521440 Nazário";1;0;0;6;0;4;11
"521450 Nerópolis";7;0;0;25;0;11;43
"521460 Niquelândia";2;1;0;4;0;11;18
"521470 Nova América";0;0;0;1;0;1;2
"521480 Nova Aurora";0;0;0;0;0;2;2
"521483 Nova Crixás";0;1;0;3;0;5;9
"521486 Nova Glória";0;1;0;6;0;4;11
"521487 Nova Iguaçu de Goiás";1;0;0;0;0;0;1
"521490 Nova Roma";0;0;0;1;0;0;1
"521500 Nova Veneza";3;0;0;3;0;2;8
"521520 Novo Brasil";0;0;0;2;0;5;7
"521523 Novo Gama";32;14;3;43;0;86;178
"521525 Novo Planalto";0;0;0;1;0;0;1
"521530 Orizona";4;1;0;5;0;3;13
"521540 Ouro Verde de Goiás";0;0;0;1;0;0;1
"521550 Ouvidor";3;0;0;3;0;3;9
"521560 Padre Bernardo";2;3;0;15;0;14;34
"521565 Palestina de Goiás";1;0;0;1;0;0;2
"521570 Palmeiras de Goiás";3;2;0;12;0;9;26
"521580 Palmelo";2;0;0;0;0;1;3
"521590 Palminópolis";0;0;0;1;0;2;3
"521600 Panamá";1;0;0;1;0;3;5
"521630 Paranaiguara";1;0;0;5;0;3;9
"521640 Paraúna";2;0;0;4;0;6;12
"521645 Perolândia";0;0;0;2;0;0;2
"521680 Petrolina de Goiás";0;0;0;0;0;2;2
"521690 Pilar de Goiás";0;0;0;0;0;1;1
"521710 Piracanjuba";3;2;0;19;0;26;50
"521720 Piranhas";1;1;0;9;0;8;19
"521730 Pirenópolis";6;1;0;15;0;11;33
"521740 Pires do Rio";2;0;0;28;0;30;60
"521760 Planaltina";19;11;0;46;0;83;159
"521770 Pontalina";3;0;0;5;0;13;21
"521800 Porangatu";5;1;0;22;0;25;53
"521805 Porteirão";0;0;0;3;0;5;8
"521810 Portelândia";1;0;0;4;0;2;7
"521830 Posse";5;0;0;13;0;12;30
"521839 Professor Jamil";0;2;0;3;0;12;17
"521850 Quirinópolis";15;4;1;20;0;25;65
"521860 Rialma";2;1;0;7;0;14;24
"521870 Rianápolis";1;1;0;3;0;2;7
"521878 Rio Quente";0;0;0;1;0;2;3
"521880 Rio Verde";58;16;1;96;1;345;517
"521890 Rubiataba";3;1;0;16;0;15;35
"521900 Sanclerlândia";0;0;0;3;0;3;6
"521910 Santa Bárbara de Goiás";1;1;0;9;0;3;14
"521920 Santa Cruz de Goiás";0;0;0;1;0;1;2
"521925 Santa Fé de Goiás";4;1;0;8;0;7;20
"521930 Santa Helena de Goiás";10;4;1;35;0;44;94
"521935 Santa Isabel";0;1;0;0;0;2;3
"521940 Santa Rita do Araguaia";0;1;0;4;0;13;18
"521950 Santa Rosa de Goiás";0;1;0;0;0;2;3
"521960 Santa Tereza de Goiás";0;0;0;1;0;2;3
"521970 Santa Terezinha de Goiás";0;0;0;13;0;7;20
"521971 Santo Antônio da Barra";0;0;0;0;0;1;1
"521973 Santo Antônio de Goiás";0;1;0;3;0;5;9
"521975 Santo Antônio do Descoberto";23;12;0;54;1;91;181
"521980 São Domingos";0;0;0;1;0;0;1
"521990 São Francisco de Goiás";0;0;0;1;0;0;1
"522000 São João d'Aliança";0;0;0;1;0;2;3
"522005 São João da Paraúna";1;0;0;2;0;2;5
"522010 São Luís de Montes Belos";5;0;0;18;0;28;51
"522020 São Miguel do Araguaia";3;0;0;11;0;12;26
"522026 São Miguel do Passa Quatro";1;0;0;0;0;2;3
"522040 São Simão";9;1;0;16;0;24;50
"522045 Senador Canedo";27;13;2;107;1;111;261
"522050 Serranópolis";0;2;0;6;0;7;15
"522060 Silvânia";2;0;0;9;0;11;22
"522068 Simolândia";1;0;0;4;0;4;9
"522100 Taquaral de Goiás";2;0;0;1;0;3;6
"522119 Terezópolis de Goiás";0;0;0;2;0;5;7
"522130 Três Ranchos";0;1;0;3;0;4;8
"522140 Trindade";34;10;0;109;0;173;326
"522145 Trombas";0;0;0;0;0;1;1
"522150 Turvânia";2;0;0;5;0;4;11
"522155 Turvelândia";0;0;0;3;0;5;8
"522160 Uruaçu";8;4;1;27;0;31;71
"522170 Uruana";5;2;0;8;0;9;24
"522180 Urutaí";0;0;0;2;0;2;4
"522185 Valparaíso de Goiás";66;16;3;107;1;182;375
